word,stage,action,reason,method,source,evidence,confidence,reversible,recheck_queued,category,decided_date
caressings,4,demote_to_invalid,synthetic plural of the gerund of 'caress'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carhoppings,4,demote_to_invalid,synthetic plural of the gerund of 'carhop'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carillonnings,4,demote_to_invalid,synthetic plural of the gerund of 'carillon'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cariocaed,4,demote_to_invalid,synthetic verb form of 'carioca'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cariocaing,4,demote_to_invalid,synthetic verb form of 'carioca'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carkings,4,demote_to_invalid,synthetic plural of the gerund of 'cark'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carmesined,4,demote_to_invalid,synthetic verb form of 'carmesin'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carmesining,4,demote_to_invalid,synthetic verb form of 'carmesin'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carminating,4,demote_to_invalid,synthetic verb form of 'carminate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carminophiled,4,demote_to_invalid,synthetic verb form of 'carminophile'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
carminophiling,4,demote_to_invalid,synthetic verb form of 'carminophile'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
carnaibaed,4,demote_to_invalid,synthetic verb form of 'carnaiba'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carnaibaing,4,demote_to_invalid,synthetic verb form of 'carnaiba'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carnallited,4,demote_to_invalid,synthetic verb form of 'carnallite'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
carnalliting,4,demote_to_invalid,synthetic verb form of 'carnallite'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
carnaubased,4,demote_to_invalid,synthetic verb form of 'carnaubas'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carnaubasing,4,demote_to_invalid,synthetic verb form of 'carnaubas'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carnying,4,demote_to_invalid,synthetic verb form of 'carny'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carollings,4,demote_to_invalid,synthetic plural of the gerund of 'carol'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
caromings,4,demote_to_invalid,synthetic plural of the gerund of 'carom'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carpenterings,4,demote_to_invalid,synthetic plural of the gerund of 'carpenter'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carpetbaggings,4,demote_to_invalid,synthetic plural of the gerund of 'carpetbag'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carpetgrassed,4,demote_to_invalid,synthetic verb form of 'carpetgrass'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carpetweeded,4,demote_to_invalid,synthetic verb form of 'carpetweed'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carpetweeding,4,demote_to_invalid,synthetic verb form of 'carpetweed'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carpoolings,4,demote_to_invalid,synthetic plural of the gerund of 'carpool'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carromings,4,demote_to_invalid,synthetic plural of the gerund of 'carrom'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carrottopping,4,demote_to_invalid,synthetic verb form of 'carrottop'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cartelisings,4,demote_to_invalid,synthetic plural of the gerund of 'cartelise'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cartelizings,4,demote_to_invalid,synthetic plural of the gerund of 'cartelize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cartographings,4,demote_to_invalid,synthetic plural of the gerund of 'cartograph'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cartonings,4,demote_to_invalid,synthetic plural of the gerund of 'carton'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cartoping,4,demote_to_invalid,synthetic verb form of 'cartop'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cartwheelings,4,demote_to_invalid,synthetic plural of the gerund of 'cartwheel'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
carveled,4,demote_to_invalid,synthetic verb form of 'carvel'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
carveling,4,demote_to_invalid,synthetic verb form of 'carvel'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
caryotypings,4,demote_to_invalid,synthetic plural of the gerund of 'caryotype'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
casanovased,4,demote_to_invalid,synthetic verb form of 'casanovas'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
casanovasing,4,demote_to_invalid,synthetic verb form of 'casanovas'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
casaqued,4,demote_to_invalid,synthetic verb form of 'casaque'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
casaquing,4,demote_to_invalid,synthetic verb form of 'casaque'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cascadings,4,demote_to_invalid,synthetic plural of the gerund of 'cascade'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cascodings,4,demote_to_invalid,synthetic plural of the gerund of 'cascode'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
caseatings,4,demote_to_invalid,synthetic plural of the gerund of 'caseate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Medical,2026-08-14
casebooked,4,demote_to_invalid,synthetic verb form of 'casebook'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
casebooking,4,demote_to_invalid,synthetic verb form of 'casebook'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
casecohorted,4,demote_to_invalid,synthetic verb form of 'casecohort'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
casecohorting,4,demote_to_invalid,synthetic verb form of 'casecohort'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
caseflowed,4,demote_to_invalid,synthetic verb form of 'caseflow'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
caseflowing,4,demote_to_invalid,synthetic verb form of 'caseflow'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
casefolded,4,demote_to_invalid,synthetic verb form of 'casefold'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
casefyings,4,demote_to_invalid,synthetic plural of the gerund of 'casefy'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
casehardenings,4,demote_to_invalid,synthetic plural of the gerund of 'caseharden'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cashbooked,4,demote_to_invalid,synthetic verb form of 'cashbook'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cashbooking,4,demote_to_invalid,synthetic verb form of 'cashbook'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cashierings,4,demote_to_invalid,synthetic plural of the gerund of 'cashier'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
casketings,4,demote_to_invalid,synthetic plural of the gerund of 'casket'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
caskings,4,demote_to_invalid,synthetic plural of the gerund of 'cask'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cassocked,4,demote_to_invalid,synthetic verb form of 'cassock'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cassocking,4,demote_to_invalid,synthetic verb form of 'cassock'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cassouleted,4,demote_to_invalid,synthetic verb form of 'cassoulet'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cassouleting,4,demote_to_invalid,synthetic verb form of 'cassoulet'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
castigatings,4,demote_to_invalid,synthetic plural of the gerund of 'castigate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
castratings,4,demote_to_invalid,synthetic plural of the gerund of 'castrate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
casuarinased,4,demote_to_invalid,synthetic verb form of 'casuarinas'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
catabolizings,4,demote_to_invalid,synthetic plural of the gerund of 'catabolize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
catalyzings,4,demote_to_invalid,synthetic plural of the gerund of 'catalyze'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
cataplasmed,4,demote_to_invalid,synthetic verb form of 'cataplasm'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
cataplasming,4,demote_to_invalid,synthetic verb form of 'cataplasm'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
catapultings,4,demote_to_invalid,synthetic plural of the gerund of 'catapult'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catboated,4,demote_to_invalid,synthetic verb form of 'catboat'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
catboating,4,demote_to_invalid,synthetic verb form of 'catboat'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
catcallings,4,demote_to_invalid,synthetic plural of the gerund of 'catcall'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catchings,4,demote_to_invalid,synthetic plural of the gerund of 'catch'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catechisings,4,demote_to_invalid,synthetic plural of the gerund of 'catechise'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catechizings,4,demote_to_invalid,synthetic plural of the gerund of 'catechize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catenatings,4,demote_to_invalid,synthetic plural of the gerund of 'catenate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
caterings,4,demote_to_invalid,synthetic plural of the gerund of 'cater'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
caterwaulings,4,demote_to_invalid,synthetic plural of the gerund of 'caterwaul'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catfightings,4,demote_to_invalid,synthetic plural of the gerund of 'catfight'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catfootings,4,demote_to_invalid,synthetic plural of the gerund of 'catfoot'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catheadings,4,demote_to_invalid,synthetic plural of the gerund of 'cathead'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cathectings,4,demote_to_invalid,synthetic plural of the gerund of 'cathect'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Science,2026-08-14
cathedrized,4,demote_to_invalid,synthetic verb form of 'cathedrize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cathedrizing,4,demote_to_invalid,synthetic verb form of 'cathedrize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
catheterizings,4,demote_to_invalid,synthetic plural of the gerund of 'catheterize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,Medical,2026-08-14
cathined,4,demote_to_invalid,synthetic verb form of 'cathine'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
cathining,4,demote_to_invalid,synthetic verb form of 'cathine'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Chemical,2026-08-14
catholicizings,4,demote_to_invalid,synthetic plural of the gerund of 'catholicize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
catkinated,4,demote_to_invalid,synthetic verb form of 'catkinate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
catkinating,4,demote_to_invalid,synthetic verb form of 'catkinate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
catlinged,4,demote_to_invalid,synthetic verb form of 'catling'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
catlinging,4,demote_to_invalid,synthetic verb form of 'catling'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Medical,2026-08-14
catnipping,4,demote_to_invalid,synthetic verb form of 'catnip'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
catproofings,4,demote_to_invalid,synthetic plural of the gerund of 'catproof'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
caudating,4,demote_to_invalid,synthetic verb form of 'caudate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,Science,2026-08-14
caudled,4,demote_to_invalid,synthetic verb form of 'caudle'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
caudling,4,demote_to_invalid,synthetic verb form of 'caudle'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
causewayings,4,demote_to_invalid,synthetic plural of the gerund of 'causeway'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
causticatings,4,demote_to_invalid,synthetic plural of the gerund of 'causticate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cauterizings,4,demote_to_invalid,synthetic plural of the gerund of 'cauterize'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cavalcaded,4,demote_to_invalid,synthetic verb form of 'cavalcade'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cavalcading,4,demote_to_invalid,synthetic verb form of 'cavalcade'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cavalierings,4,demote_to_invalid,synthetic plural of the gerund of 'cavalier'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cavernings,4,demote_to_invalid,synthetic plural of the gerund of 'cavern'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cavettaed,4,demote_to_invalid,synthetic verb form of 'cavetta'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cavilings,4,demote_to_invalid,synthetic plural of the gerund of 'cavil'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cavillings,4,demote_to_invalid,synthetic plural of the gerund of 'cavill'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cavitatings,4,demote_to_invalid,synthetic plural of the gerund of 'cavitate'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cawings,4,demote_to_invalid,synthetic plural of the gerund of 'caw'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 80 of 8,736 stems; MW ruled on 58 and accepted none (95% CI 0-6.2%)",medium,yes,yes,General,2026-08-14
cayused,4,demote_to_invalid,synthetic verb form of 'cayuse'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
cayusing,4,demote_to_invalid,synthetic verb form of 'cayuse'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 70 of 4,616 stems; MW ruled on 28 and accepted none (95% CI 0-12.1%)",medium,yes,yes,General,2026-08-14
