word,stage,action,reason,method,source,evidence,confidence,reversible,recheck_queued,category,decided_date
champertouser,3,demote_to_invalid,synthetic comparative of 'champertous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
champertousest,3,demote_to_invalid,synthetic comparative of 'champertous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chancefuller,3,demote_to_invalid,synthetic comparative of 'chanceful'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chancefullest,3,demote_to_invalid,synthetic comparative of 'chanceful'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chancrousser,3,demote_to_invalid,synthetic comparative of 'chancrous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
chancroussest,3,demote_to_invalid,synthetic comparative of 'chancrous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
changefuler,3,demote_to_invalid,synthetic comparative of 'changeful'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
changefulest,3,demote_to_invalid,synthetic comparative of 'changeful'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chantabler,3,demote_to_invalid,synthetic comparative of 'chantable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chantablest,3,demote_to_invalid,synthetic comparative of 'chantable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
charmabler,3,demote_to_invalid,synthetic comparative of 'charmable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
charmablest,3,demote_to_invalid,synthetic comparative of 'charmable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chartabler,3,demote_to_invalid,synthetic comparative of 'chartable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chartablest,3,demote_to_invalid,synthetic comparative of 'chartable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chaseabler,3,demote_to_invalid,synthetic comparative of 'chaseable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chaseablest,3,demote_to_invalid,synthetic comparative of 'chaseable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
checkabler,3,demote_to_invalid,synthetic comparative of 'checkable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
checkablest,3,demote_to_invalid,synthetic comparative of 'checkable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
cheilostomouser,3,demote_to_invalid,synthetic comparative of 'cheilostomous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
cheilostomousest,3,demote_to_invalid,synthetic comparative of 'cheilostomous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chelarer,3,demote_to_invalid,synthetic comparative of 'chelar'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chelarest,3,demote_to_invalid,synthetic comparative of 'chelar'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chelatabler,3,demote_to_invalid,synthetic comparative of 'chelatable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical,2026-08-14
chelatablest,3,demote_to_invalid,synthetic comparative of 'chelatable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical,2026-08-14
cheliceraler,3,demote_to_invalid,synthetic comparative of 'cheliceral'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
cheliceralest,3,demote_to_invalid,synthetic comparative of 'cheliceral'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicoagriculturaler,3,demote_to_invalid,synthetic comparative of 'chemicoagricultural'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicoagriculturalest,3,demote_to_invalid,synthetic comparative of 'chemicoagricultural'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicobiologicaler,3,demote_to_invalid,synthetic comparative of 'chemicobiological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicobiologicalest,3,demote_to_invalid,synthetic comparative of 'chemicobiological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicodynamicaler,3,demote_to_invalid,synthetic comparative of 'chemicodynamical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicodynamicalest,3,demote_to_invalid,synthetic comparative of 'chemicodynamical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicoenzymaticer,3,demote_to_invalid,synthetic comparative of 'chemicoenzymatic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicoenzymaticest,3,demote_to_invalid,synthetic comparative of 'chemicoenzymatic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicogenomicer,3,demote_to_invalid,synthetic comparative of 'chemicogenomic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicogenomicest,3,demote_to_invalid,synthetic comparative of 'chemicogenomic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicomineralogicaler,3,demote_to_invalid,synthetic comparative of 'chemicomineralogical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicomineralogicalest,3,demote_to_invalid,synthetic comparative of 'chemicomineralogical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicoparasiticer,3,demote_to_invalid,synthetic comparative of 'chemicoparasitic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicoparasiticest,3,demote_to_invalid,synthetic comparative of 'chemicoparasitic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicopathologicaler,3,demote_to_invalid,synthetic comparative of 'chemicopathological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicopathologicalest,3,demote_to_invalid,synthetic comparative of 'chemicopathological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicopharmacologicaler,3,demote_to_invalid,synthetic comparative of 'chemicopharmacological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicopharmacologicalest,3,demote_to_invalid,synthetic comparative of 'chemicopharmacological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicophysiologicaler,3,demote_to_invalid,synthetic comparative of 'chemicophysiological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicophysiologicalest,3,demote_to_invalid,synthetic comparative of 'chemicophysiological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicospectraller,3,demote_to_invalid,synthetic comparative of 'chemicospectral'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemicospectrallest,3,demote_to_invalid,synthetic comparative of 'chemicospectral'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemisorptionaler,3,demote_to_invalid,synthetic comparative of 'chemisorptional'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical,2026-08-14
chemisorptionalest,3,demote_to_invalid,synthetic comparative of 'chemisorptional'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical,2026-08-14
chemoactiver,3,demote_to_invalid,synthetic comparative of 'chemoactive'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical,2026-08-14
chemoactivest,3,demote_to_invalid,synthetic comparative of 'chemoactive'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical,2026-08-14
chemoimmunotherapeuticer,3,demote_to_invalid,synthetic comparative of 'chemoimmunotherapeutic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
chemoimmunotherapeuticest,3,demote_to_invalid,synthetic comparative of 'chemoimmunotherapeutic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
chemoinformaticer,3,demote_to_invalid,synthetic comparative of 'chemoinformatic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemoinformaticest,3,demote_to_invalid,synthetic comparative of 'chemoinformatic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemoinvasiver,3,demote_to_invalid,synthetic comparative of 'chemoinvasive'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
chemoinvasivest,3,demote_to_invalid,synthetic comparative of 'chemoinvasive'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
chemolithotrophicer,3,demote_to_invalid,synthetic comparative of 'chemolithotrophic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemolithotrophicest,3,demote_to_invalid,synthetic comparative of 'chemolithotrophic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemolyticer,3,demote_to_invalid,synthetic comparative of 'chemolytic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemolyticest,3,demote_to_invalid,synthetic comparative of 'chemolytic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemomagneticer,3,demote_to_invalid,synthetic comparative of 'chemomagnetic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemomagneticest,3,demote_to_invalid,synthetic comparative of 'chemomagnetic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemomechanicaler,3,demote_to_invalid,synthetic comparative of 'chemomechanical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemomechanicalest,3,demote_to_invalid,synthetic comparative of 'chemomechanical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemometricaler,3,demote_to_invalid,synthetic comparative of 'chemometrical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemometricalest,3,demote_to_invalid,synthetic comparative of 'chemometrical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemonociceptiver,3,demote_to_invalid,synthetic comparative of 'chemonociceptive'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemonociceptivest,3,demote_to_invalid,synthetic comparative of 'chemonociceptive'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemoorganoheterotrophicer,3,demote_to_invalid,synthetic comparative of 'chemoorganoheterotrophic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemoorganoheterotrophicest,3,demote_to_invalid,synthetic comparative of 'chemoorganoheterotrophic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemoosmoticer,3,demote_to_invalid,synthetic comparative of 'chemoosmotic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemoosmoticest,3,demote_to_invalid,synthetic comparative of 'chemoosmotic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemopathologicaler,3,demote_to_invalid,synthetic comparative of 'chemopathological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemopathologicalest,3,demote_to_invalid,synthetic comparative of 'chemopathological'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemophoreticer,3,demote_to_invalid,synthetic comparative of 'chemophoretic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemophoreticest,3,demote_to_invalid,synthetic comparative of 'chemophoretic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemophysicaler,3,demote_to_invalid,synthetic comparative of 'chemophysical'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemosignaler,3,demote_to_invalid,synthetic comparative of 'chemosignal'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chemostabler,3,demote_to_invalid,synthetic comparative of 'chemostable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical/Science,2026-08-14
chemostablest,3,demote_to_invalid,synthetic comparative of 'chemostable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Chemical/Science,2026-08-14
cherishabler,3,demote_to_invalid,synthetic comparative of 'cherishable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
cherishablest,3,demote_to_invalid,synthetic comparative of 'cherishable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chestfuler,3,demote_to_invalid,synthetic comparative of 'chestful'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chestfulest,3,demote_to_invalid,synthetic comparative of 'chestful'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chewabler,3,demote_to_invalid,synthetic comparative of 'chewable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chewablest,3,demote_to_invalid,synthetic comparative of 'chewable'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
childer,3,demote_to_invalid,synthetic comparative of 'child'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
childlesser,3,demote_to_invalid,synthetic comparative of 'childless'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
childlessest,3,demote_to_invalid,synthetic comparative of 'childless'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chiralest,3,demote_to_invalid,synthetic comparative of 'chiral'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chirographicer,3,demote_to_invalid,synthetic comparative of 'chirographic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chirographicest,3,demote_to_invalid,synthetic comparative of 'chirographic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,General,2026-08-14
chitinoider,3,demote_to_invalid,synthetic comparative of 'chitinoid'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chitinoidest,3,demote_to_invalid,synthetic comparative of 'chitinoid'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chitinouser,3,demote_to_invalid,synthetic comparative of 'chitinous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chitinousest,3,demote_to_invalid,synthetic comparative of 'chitinous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chlorophyllouser,3,demote_to_invalid,synthetic comparative of 'chlorophyllous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
chlorophyllousest,3,demote_to_invalid,synthetic comparative of 'chlorophyllous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
cholaicer,3,demote_to_invalid,synthetic comparative of 'cholaic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
cholaicest,3,demote_to_invalid,synthetic comparative of 'cholaic'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Science,2026-08-14
cholerigenouser,3,demote_to_invalid,synthetic comparative of 'cholerigenous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
cholerigenousest,3,demote_to_invalid,synthetic comparative of 'cholerigenous'; not a recognised inflection,mw_meta_stems_sample,merriam-webster,"sampled 300 of 8,809 stems; MW ruled on 183 and listed the comparative for 1 (blameworthy), which is excluded here",medium,yes,yes,Medical,2026-08-14
