word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source,seed,rank_key
placelessness,3,3,False,True,enhanced_6thread_revalidation,20260814,01b0f78bc2bc428d
pneumonomelanosis,3,3,False,True,enhanced_6thread_revalidation,20260814,045d32144dffde9b
pnicogen,3,3,False,True,enhanced_6thread_revalidation,20260814,01a902492fd449a6
polyamidoamine,3,3,False,True,enhanced_6thread_revalidation,20260814,01782691c17303fd
premediate,3,3,False,True,enhanced_6thread_revalidation,20260814,02a3fa7274aae6cc
prorater,3,3,False,True,enhanced_6thread_revalidation,20260814,001f017ce08fcbba
saditty,3,3,False,True,enhanced_6thread_revalidation,20260814,025908f673f7ab43
sinraptor,3,3,False,True,enhanced_6thread_revalidation,20260814,0335988a1b8d7e5a
tablescaping,3,3,False,True,enhanced_14thread_revalidation,20260814,02d0f1917882479b
thiobismuthite,3,3,False,True,enhanced_14thread_revalidation,20260814,0309ec75214f3ed7
throwie,3,3,False,True,enhanced_14thread_revalidation,20260814,041578c7f3a7f778
tictactoe,3,3,False,True,enhanced_14thread_revalidation,20260814,00549a289892ecab
tonos,3,3,False,True,enhanced_14thread_revalidation,20260814,031ab5cbedbaea9c
twatty,3,3,False,True,enhanced_14thread_revalidation,20260814,01e60abab253c031
unjelled,3,3,False,True,enhanced_14thread_revalidation,20260814,03c404b3263b8740
urocanase,3,3,False,True,enhanced_14thread_revalidation,20260814,060e2a2680a848ab
verte,3,3,False,True,enhanced_14thread_revalidation,20260814,01effc280e7781a9
voltairianism,3,3,False,True,enhanced_14thread_revalidation,20260814,0021f5b84f7fc759
aerogenically,4+,5,False,True,enhanced_6thread_revalidation,20260814,0341f480478a8f62
anatidae,4+,6,False,True,enhanced_6thread_revalidation,20260814,035fab1e7c2a62a5
atlaslike,4+,5,False,True,enhanced_6thread_revalidation,20260814,0267d9c730a02199
attagen,4+,5,False,True,enhanced_6thread_revalidation,20260814,05768ced9713d522
cameltoe,4+,4,False,True,enhanced_6thread_revalidation,20260814,0144a1c78cb38f06
capricornus,4+,9,False,True,enhanced_6thread_revalidation,20260814,028c2c8252ae8edb
catflap,4+,4,False,True,enhanced_6thread_revalidation,20260814,035ea7d31c29232e
cerianthus,4+,5,False,True,enhanced_6thread_revalidation,20260814,009c71af27b7afed
certhia,4+,6,False,True,enhanced_6thread_revalidation,20260814,01b675f85e19e406
chalkings,4+,4,False,True,enhanced_6thread_revalidation,20260814,03b40483f17cdd7e
charterist,4+,5,False,True,enhanced_6thread_revalidation,20260814,0248f84cc90983a7
chickenhead,4+,4,False,True,enhanced_6thread_revalidation,20260814,025d6d99ece6a248
clairin,4+,4,False,True,enhanced_6thread_revalidation,20260814,009283138cf5bc33
clorazepate,4+,4,False,True,enhanced_6thread_revalidation,20260814,04f4c418575ed3f4
clupea,4+,6,False,True,enhanced_6thread_revalidation,20260814,02f56b42a5e88317
cocke,4+,4,False,True,enhanced_6thread_revalidation,20260814,0272df80baebdcd2
coexperiencer,4+,4,False,True,enhanced_6thread_revalidation,20260814,03036a775cbc2b34
conatural,4+,4,False,True,enhanced_6thread_revalidation,20260814,0103e07c9d03184e
conformate,4+,4,False,True,enhanced_6thread_revalidation,20260814,03238f9eba99bc6f
cuculiformes,4+,6,False,True,enhanced_6thread_revalidation,20260814,02b2370e78808cb9
decaoxide,4+,4,False,True,enhanced_6thread_revalidation,20260814,057d933730fa11df
deervetch,4+,4,False,True,enhanced_6thread_revalidation,20260814,021b64e2164721f4
dholak,4+,4,False,True,enhanced_6thread_revalidation,20260814,010004475a192cb1
driftlessness,4+,5,False,True,enhanced_6thread_revalidation,20260814,0061f6e0d1ed3a3c
earcap,4+,5,False,True,enhanced_6thread_revalidation,20260814,03a7ddd44f972404
elzevir,4+,8,False,True,enhanced_6thread_revalidation,20260814,039184d6e28aea24
esophagopathy,4+,5,False,True,enhanced_6thread_revalidation,20260814,00fe32918e28d27d
haggart,4+,4,False,True,enhanced_6thread_revalidation,20260814,03313b7dd1d21542
holometabola,4+,6,False,True,enhanced_6thread_revalidation,20260814,0457f35a2d25401d
leviticism,4+,5,False,True,enhanced_6thread_revalidation,20260814,003f604d6e29c61b
macrotherium,4+,5,False,True,enhanced_6thread_revalidation,20260814,026d8697c3db7a30
melicerous,4+,5,False,True,enhanced_6thread_revalidation,20260814,010d758f74116c40
mishnaic,4+,8,False,True,enhanced_6thread_revalidation,20260814,03615157f86acc1e
observationalist,4+,4,False,True,enhanced_12thread_revalidation,20260814,0156afddf590dc14
oilcoat,4+,5,False,True,enhanced_12thread_revalidation,20260814,050f6abe07f1315b
ophionid,4+,4,False,True,enhanced_12thread_revalidation,20260814,03d42ae17ba24bef
palaeoniscus,4+,5,False,True,enhanced_12thread_revalidation,20260814,01617554014ccf80
palmito,4+,7,False,True,enhanced_12thread_revalidation,20260814,0072b63ecec3f2dc
pansexualize,4+,4,False,True,enhanced_12thread_revalidation,20260814,054e21d60c292151
pneumonopathy,4+,5,False,True,enhanced_6thread_revalidation,20260814,03311acd8c3f123a
prelatehood,4+,4,False,True,enhanced_6thread_revalidation,20260814,023e08fbda8d7e87
pricklefish,4+,6,False,True,enhanced_6thread_revalidation,20260814,037dd1036d564b53
ptolemaism,4+,5,False,True,enhanced_6thread_revalidation,20260814,052957fa157f1b88
quickfire,4+,5,False,True,enhanced_6thread_revalidation,20260814,0052433494bc95f2
reaccrue,4+,5,False,True,enhanced_6thread_revalidation,20260814,02b86ebd15f0d958
remagnetization,4+,5,False,True,enhanced_6thread_revalidation,20260814,03e25fae27654b1d
ringcraft,4+,6,False,True,enhanced_6thread_revalidation,20260814,0309a467b99b99f9
rooklike,4+,5,False,True,enhanced_6thread_revalidation,20260814,0131b0537f8c54fe
rotifera,4+,6,False,True,enhanced_6thread_revalidation,20260814,056fa4bc21b1f401
suprahumanity,4+,5,False,True,enhanced_14thread_revalidation,20260814,00516c9aef935235
taiwanese,4+,7,False,True,enhanced_14thread_revalidation,20260814,01bb85419fee9c59
talmudist,4+,8,False,True,enhanced_14thread_revalidation,20260814,019c27d2f38e63b6
thionitrite,4+,4,False,True,enhanced_14thread_revalidation,20260814,04c12c94c3d11390
thornbird,4+,4,False,True,enhanced_14thread_revalidation,20260814,000126a32b7d1718
titanosaurus,4+,7,False,True,enhanced_14thread_revalidation,20260814,030e0b52fa364b1e
topinambou,4+,5,False,True,enhanced_14thread_revalidation,20260814,04f6506849bb1375
toxostoma,4+,6,False,True,enhanced_14thread_revalidation,20260814,03ed8f7e09bf4964
turfdom,4+,7,False,True,enhanced_14thread_revalidation,20260814,00d166d3d2b66bfe
xenophora,4+,6,False,True,enhanced_14thread_revalidation,20260814,01d99bbe7bd660a5
xiphiidae,4+,6,False,True,enhanced_14thread_revalidation,20260814,004504da28217882
